,titre,budget,recette,duree,realisateur,casting,compagnies_production,suite,Comedy,Drama,Horror,Thriller,Action,Adventure,Science Fiction,Fantasy,Family,Crime,Romance,Animation,Mystery,War,Music,Western,History,Documentary,TV Movie,benefice global,saison,casting_score_sum,casting_score_mean,casting_score_med,casting_score_min,casting_score_max,director_score_sum,director_score_mean,director_score_med,director_score_min,director_score_max,compagnies_score_sum,compagnies_score_mean,compagnies_score_med,compagnies_score_min,compagnies_score_max
4654,The Messengers,16000000,55060212,90,"['Danny Pang', 'Oxide Pang Chun']","['Kristen Stewart', 'Dylan McDermott', 'Penelope Ann Miller', 'John Corbett', 'William B. Davis', 'Brent Briscoe', 'Jodelle Ferland', 'Tatiana Maslany', 'Evan Turner', 'Theodore Turner', 'Dustin Milligan', 'Michael Daingerfield', 'Anna Hagan', 'Shirley McQueen', 'Blaine Hart', 'Graham Bell', 'Peter Scoular', 'Kaitlyn McMillan']","['Columbia Pictures', 'Ghost House Pictures', 'Mandate Pictures', 'Blue Star Pictures', 'Screen Gems', 'Scarecrow Productions']",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,244.126325,3,31,1.7222222222222223,0,0,27,2,1.0,1,1,1,105,17.5,1,0,94
4655,The Big White,14000000,541840,100,['Mark Mylod'],"['Robin Williams', 'Holly Hunter', 'Giovanni Ribisi', 'Tim Blake Nelson', 'W. Earl Brown', 'Woody Harrelson', 'Alison Lohman', 'Marina Stephenson Kerr', 'Billy Merasty', 'Ralph Alderman', 'Frank Adamson', 'Andrea Shawcross', 'Ryan Miranda', 'Craig March', 'Ty Wood', 'Frank C. Turner', 'Joanne Rodriguez', 'Eric Epstein', 'Brenda McDonald', 'Deena Fontaine']","['Capitol Films', 'Ascendant Pictures', 'Rising Star', 'Film & Entertainment VIP Medienfonds 2 GmbH & Co. KG']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-96.12971428571429,2,71,3.55,0,0,32,0,0.0,0,0,0,0,0.0,0,0,0
4656,Deck the Halls,51000000,47231070,93,['John Whitesell'],"['Danny DeVito', 'Matthew Broderick', 'Kristin Davis', 'Kristin Chenoweth', 'Alia Shawkat', 'Dylan Blue', 'Kelly Aldridge', 'Sabrina Aldridge', 'Jorge Garcia', 'Fred Armisen', 'Gillian Vigman', 'Ryan Devlin', ""Sean O'Bryan"", 'Su-chin Pak', 'Jackie Burroughs', 'Garry Chalk', 'Nicola Peltz', 'Zak Santiago', 'David Lewis', 'Daniel Bacon', 'Ken Kramer', 'Jill Morrison', 'Alf Humphreys', 'Brenda Crichlow', 'Jill Krop', 'Agam Darshi', 'David Stuart', 'Quinn Lord', 'Nathaniel DeVeaux', 'Fulvio Cecere', 'Eliza Norbury', 'Randi Lynne', 'Dan Joffre', 'Aurora Faulkner-Killam', 'Melissa Howell', 'Lori Johnson', 'David Shaw', 'Myles Wolfe', 'Ty Olsson', 'Stephen Holmes', 'Andrew Hedge', 'Cory Monteith', 'Lochlyn Munro', 'Kal Penn']","['New Regency Pictures', 'Corduroy Films']",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7.390058823529412,2,45,1.0227272727272727,0,0,14,1,1.0,1,1,1,0,0.0,0,0,0
4657,Curious George,50000000,69834815,87,"[""Matthew O'Callaghan""]","['Frank Welker', 'Will Ferrell', 'Shane Baumel', 'Timyra-Joi Beatty', 'Christopher Chen', 'Jessie Flower', 'Alexander Gould', 'Terrence Hardy Jr.', 'Hailey Noelle Johnson', 'Kelsey Lansdowne', 'Ariel Winter', 'Drew Barrymore', 'Dick Van Dyke', 'David Cross', 'Billy West', 'Jeff Bennett', 'Michael Chinyamurindi', 'Michael Sorich', ""Ed O'Ross"", 'Joan Plowright', 'Eugene Levy', 'Kath Soucie', 'Clint Howard', 'Kimberly Brooks', 'Wendy Cutler', ""Joey D'Auria"", 'Richard Epcar', 'Treva Etienne', 'Eddie Frierson', 'Donald Fullilove', 'Philip Maurice Hayes', 'Bridget Hoffman', 'Rif Hutton', 'Steve Kehela', 'Grier King', 'Donna Lynn Leavy', 'Nadia Lewis', 'John Mariano', 'Kerry Michele', 'Juan Pope', 'Jonny Solomon', 'Mandy Fabian', 'Fred Tatasciore']","['Imagine Entertainment', 'Universal Pictures']",1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,39.66963,3,53,1.2325581395348837,0,0,22,0,0.0,0,0,0,131,65.5,65,32,99
4658,Stormbreaker,40000000,23937870,93,['Geoffrey Sax'],"['Alex Pettyfer', 'Sarah Bolger', 'Ewan McGregor', 'Robbie Coltrane', 'Stephen Fry', 'Damian Lewis', 'Bill Nighy', 'Sophie Okonedo', 'Missi Pyle', 'Mickey Rourke', 'Andy Serkis', 'Alicia Silverstone', 'Jimmy Carr', 'Ashley Walters', 'Morgan Walters', 'Martin Herdman', 'Scott Chisholm']","['The Weinstein Company', 'Isle of Man Film', 'Samuelson Productions']",1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-40.155325,1,99,5.823529411764706,0,0,40,0,0.0,0,0,0,6,2.0,0,0,6
4659,Kicking & Screaming,45000000,56070433,95,['Jesse Dylan'],"['Will Ferrell', 'Robert Duvall', 'Mike Ditka', 'Kate Walsh', 'Musetta Vander', 'Dylan McLaughlin', 'Josh Hutcherson', 'Steven Anthony Lawrence', 'Jeremy Bergman', 'Elliott Cho', 'Erik Walker', 'Dallas McKinney', 'Francesco Liotti', 'Alessandro Ruggiero', 'Sammy Fine', 'Timmy Deters', 'David Herman', 'Rachael Harris', 'Laura Kightlinger', 'Jim Turner', 'Julia Campbell', 'Phill Lewis', 'David Bowe', 'Matt Winston', 'Susan Barnes', 'Lu Elrod', 'Tom Virtue', 'Karly Rothenberg', 'Joseph R. Sicari', 'Timm Sharp', 'Stasi Glenn Farbes', 'Frank Cassavetes', 'Jose Vivanco', 'Rob Benedict', 'Martin Starr', 'Lisa Lackey', 'Brian Palermo', 'Scott Adsit', 'Peter Jason', 'Gus Buktenica', 'Jeffrey Noah', 'Kaitlyn Arens', 'Harrison Doyle', 'Christopher Garcia-Reyes', 'Chase Klitzner', 'Brandon Vincent', 'Zach Hendrickson', 'Logan Rouse', 'Daniel Barrera', 'Brett Berman', 'Richard G. Fray II', 'Jeffrey Koval', 'Kyle Nathanson', 'Jeffrey Thomas Nemit III', 'Jack Polson', 'Wesley Taylor', 'Michael Uyehara', 'Tyler Reid West', 'Mason Lucero', 'Austin Marques', 'Vahe Nalbandian', 'Willie Amakye', 'Alex Borstein']",['Mosaic Media Group'],1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.600962222222226,0,38,0.6031746031746031,0,0,22,2,2.0,2,2,2,0,0.0,0,0,0
4660,Charlotte's Web,85000000,144000000,97,['Gary Winick'],"['Dakota Fanning', 'Julia Roberts', 'Steve Buscemi', 'John Cleese', 'Oprah Winfrey', 'Cedric the Entertainer', 'Reba McEntire', 'Kathy Bates', 'Robert Redford', 'Thomas Haden Church', 'André 3000', 'Dominic Scott Kay', 'Sam Shepard', 'Abraham Benrubi', 'Kevin Anderson', 'Essie Davis', 'Siobhan Fallon Hogan', 'Louis Corbett', 'Robyn Arthur', ""Julian O'Donnell"", 'Gary Basaraba', 'Nate Mooney', 'Nicholas Bell', 'Beau Bridges', 'Teague Rook', 'Julia Zemiro', 'Denise Kirby', 'Robert Plazek', 'Joseph Lotesto', 'Michael Roland', 'Don Bridges', 'Ian Watkin', 'Joel McCrary', 'Brian Stepanek', 'Fred Tatasciore', 'Bradley White', 'Maia Kirkpatrick', 'Jennessa Rose', 'Briana Hodge', 'Dale Azzopardi', 'Geoff Burgess', 'Ella Scott Lynch', 'Greg Marian', 'Stefano Mazzeo', 'Elizabeth Saunders']","['Paramount', 'Nickelodeon Movies', 'Kerner Entertainment Company']",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,69.41176470588235,2,101,2.2444444444444445,0,0,37,3,3.0,3,3,3,2,0.6666666666666666,0,0,2
4661,Beerfest,17500000,19179969,110,['Jay Chandrasekhar'],"['Erik Stolhanske', 'Steve Lemme', 'M.C. Gainey', 'Cloris Leachman', 'Jürgen Prochnow', 'Will Forte', 'Allan Graf', 'Kevin Heffernan', 'Cameron Scher', 'Chris Moss', 'Bjorn Johnson', 'Nat Faxon', 'Jessica Williams', 'Aaron Hendry', 'Donald Sutherland', 'Marya Beauvais', 'Pab Schwendimann', 'Blanchard Ryan', 'Philippe Brenninkmeyer', 'Steven Michael Quezada', 'Owain Yeoman', 'Tom Tate', 'Collin Thornton', 'Ivan Brutsche', 'Amber Hay', 'James Roday Rodriguez', 'Ralf Moeller', 'Eric Christian Olsen', 'Simona Fusco', 'Sarah Figoten', 'Michelle Chase', 'Candace Smith']",['Broken Lizard Industries'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.599822857142858,1,11,0.34375,0,0,5,1,1.0,1,1,1,0,0.0,0,0,0
4662,Arthur et les Minimoys,86000000,107944236,94,['Luc Besson'],"['Freddie Highmore', 'Madonna', 'Mia Farrow', 'Jimmy Fallon', 'David Bowie', 'Doug Rand', 'Penny Balfour', 'Ron Crawford', 'David Suchet', 'Jason Bateman', 'Adam LeFevre', 'Robert De Niro', 'Snoop Dogg', 'Jean Bejote Njamba', 'Lee Delong', 'Saul Jephcott', 'Christian Erickson', 'Eric Balliet', 'Oxmo Puccino', 'Robert William Bradford', 'Jerry Di Giacomo', 'Bienvenue Kindoki', 'Valéry Koko Kingue', 'Aba Koïta', 'Vincent Mendy', 'Mathar Licka Gueye', 'Tonio Descanvelle', 'Emilio Estevez', 'Harvey Keitel', 'Rob Corddry', 'Nate Corddry', 'Erik Per Sullivan', 'Chazz Palminteri', 'Anthony Anderson']","['Metro-Goldwyn-Mayer', 'Canal+', 'The Weinstein Company', 'Sofica EuropaCorp', 'Avalanche Productions', 'EuropaCorp']",3,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,25.516553488372097,2,71,2.088235294117647,0,0,34,11,11.0,11,11,11,39,6.5,2,0,28
4663,만추,6200000,4820000,113,['Kim Tae-yong'],"['Hyun Bin', 'Tang Wei', 'Jun Kim', 'John Wu', 'Danni Lang', 'Katarina Choi', 'Kim Seo-ra', 'Park Mi-hyeon', 'James C. Burns', 'Nikita Breznikov', 'Alycia Delmore', 'J.P. Giuliotti', 'Ben Wang']","['North by Northwest Entertainment', 'SCS Entertainment', 'Film Workshop']",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-22.258064516129032,3,0,0.0,0,0,0,0,0.0,0,0,0,17,5.666666666666667,0,0,17
4664,완득이,4160000,34000000,110,['Lee Han'],"['Yoo Ah-in', 'Kim Yoon-seok', 'Park Su-young', 'Lee Jasmine', 'Kim Young-jae', 'Ahn Kil-kang', 'Park Hyo-joo', 'Kang Byul', 'Kim Dong-young', 'Jo Deok-jae', 'Seong Yu-bin', 'Kim Sang-ho', 'Sudip Banerjee', 'Jo Sang-geon', 'Kim Jong-man', 'Yoon Kyung-ho', 'Kim Yun-tae']","['CJ Entertainment', 'UBU Film']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717.3076923076924,2,1,0.0588235294117647,0,0,1,0,0.0,0,0,0,34,17.0,17,0,34
4665,Barbarian,10500000,42300000,103,['Zach Cregger'],"['Georgina Campbell', 'Bill Skarsgård', 'Justin Long', 'Matthew Patrick Davis', 'Richard Brake', 'Kurt Braunohler', 'Jaymes Butler', 'Sophie Sörensen', 'Rachel Fowler', 'J.R. Esposito', 'Kate Nichols', 'Kate Bosworth', 'Brooke Dillman', 'Sara Paxton', 'Will Greenberg', 'Derek Morse', 'Trevor Van Uden', 'Zach Cregger', 'Devina Vassileva', 'Kalina Stancheva', 'Julian Stanishkov']","['Regency Enterprises', 'Vertigo Entertainment', 'BoulderLight Pictures', '20th Century Studios']",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,302.85714285714283,1,23,1.0952380952380951,0,0,14,0,0.0,0,0,0,36,9.0,4,0,27
4666,Silent House,2000000,13101672,85,['Chris Kentis'],"['Elizabeth Olsen', 'Adam Trese', 'Eric Sheffer Stevens', 'Julia Chan', 'Haley Murphy', 'Adam Barnett']","['Elle Driver', 'Tazora Films']",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,555.0836,3,58,9.666666666666666,0,0,58,0,0.0,0,0,0,0,0.0,0,0,0
4667,1895 in formosa,2000000,1000000,110,['Hung Chih-Yu'],"['James Wen', 'Cheryl Yang', 'Ivelyn Lee']",[''],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-50.0,2,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0
4668,Bernie,5000000,9206470,99,['Richard Linklater'],"['Jack Black', 'Shirley MacLaine', 'Matthew McConaughey', 'Brady Coleman', 'Tommy G. Kendrick', 'Rick Dial', 'Mona Lee Fultz', 'Dale Dudley', 'Grant James', 'Christian Stokes', 'Richard Robichaux', 'Juli Erickson', 'Mika Odom', 'Jacqui Bloom', 'Veronica Orosco', 'Gary Teague', 'Valerie Frazee', 'Sonny Carl Davis', 'Margaret Bowman', 'Jesse Lucio', 'Brandon Smith']","['Castle Rock Entertainment', 'Horsethief Pictures', 'Mandalay Vision', 'Wind Dancer Productions', 'Detour Filmproduction']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.1294,0,60,2.857142857142857,0,0,34,3,3.0,3,3,3,7,1.4,0,0,6
4669,长津湖之水门桥,200000000,626203271,149,['Tsui Hark'],"['Wu Jing', 'Jackson Yee', 'Duan Yihong', 'Yawen Zhu', 'Jerry Lee', 'Elvis Han', 'Zhang Hanyu', 'Geng Le', 'Du Chun', 'Yang Yiwei', 'Hu Jun', 'Wang Likun', 'Li Zhuoyang', 'He Yuefei', 'Tang Zhiqiang', 'Liu Zhiwei', 'Zhuang Xiaolong', 'Xin Yubo', 'Zhang Yue', 'Tiger Xu', 'Wang Ning', 'Wang Zhenwei', 'Chen Zexuan', 'Li Xiaofeng', 'James Filbird', 'John F. Cruz']",['Bona Film Group'],2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,213.1016355,3,19,0.7307692307692307,0,0,7,21,21.0,21,21,21,2,2.0,2,2,2
4670,So Undercover,15000000,2500000,94,['Tom Vaughan'],"['Miley Cyrus', 'Jeremy Piven', ""Mike O'Malley"", 'Joshua Bowman', 'Lauren McKnight', 'Kelly Osbourne', 'Eloise Mumford', 'Megan Park', 'Alexis Knapp', 'Matthew Settle', 'Autumn Reeser', 'Jimmy Lee Jr.', 'Morgan Calhoun', 'Ric Reitz', 'Leticia Jimenez', 'Darcel White Moreno', 'Phil Austin', 'Lawrence LeJohn', 'Andrea Frankle', 'Dallas West']","['Crystal City Entertainment', 'Exclusive Media', 'Kappa Undercover Pictures', 'Scarlet Fire Entertainment', 'Hope Town Entertainment']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.33333333333334,2,10,0.5,0,0,4,2,2.0,2,2,2,1,0.2,0,0,1
4671,Chernobyl Diaries,1000000,38390020,88,['Bradley Parker'],"['Jesse McCartney', 'Devin Kelley', 'Jonathan Sadowski', 'Olivia Taylor Dudley', 'Ingrid Bolsø Berdal', 'Nathan Phillips', 'Alex Feldman', 'Milutin Milošević', 'Kristof Konrad', 'Pasha D. Lychnikoff', 'Miloš Timotijević', 'Dimitri Diatchenko']","['Warner Bros. Pictures', 'Alcon Entertainment', 'FilmNation Entertainment', 'Oren Peli / Brian Witten Pictures']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3739.002,0,9,0.75,0,0,9,0,0.0,0,0,0,35,8.75,1,0,32
4672,女兵外传,1428000,1785000,121,['Jack Neo'],"['Apple Chan', 'Charlie Goh', 'Glenn Yong', 'Maxi Lim Jun Liang', 'Xixi Lim', 'Yang Guang Ke Le', 'Belle Chua', 'Shirli Ling', 'Samantha Tan', 'Eswari Gunasagar', 'Farah Farook', 'Charlene Huang', 'Kelly Kimberly Cheong', 'Karyn Wong', 'Veracia Yong', 'Juliet Hor', 'Yong Yu', 'Chloe Goh', 'Vanessa Tiara Tay', 'Debra Loi', 'Summer Loh']","['J Team Productions', 'MM2 Entertainment']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,3,1,0.0476190476190476,0,0,1,0,0.0,0,0,0,15,7.5,7,0,15
4673,마이웨이,25500000,16653488,137,['Kang Je-kyu'],"['Jang Dong-gun', 'Joe Odagiri', 'Fan Bingbing', 'Kim In-kwon', 'Lee Yeon-hee', 'Kim Hee-won', 'Oh Tae-kyung', 'Kwak Jung-wook', 'Kim Shi-hoo', 'Cheon Ho-jin', 'Tarō Yamamoto', 'Manabu Hamada', 'Shingo Tsurumi', 'Isao Natsuyagi', 'Shirô Sano', 'Kumi Nakamura', 'Kim In-woo', 'Do Ji-han', 'Yukichi Kobayashi', 'Go Ju-yeon', 'Kim Su-ro', 'Jo Min-ah', 'Hakuryu', 'Nicole Jung']","['CJ Entertainment', 'Directors', 'SK Planet']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-34.69220392156863,3,1,0.0416666666666666,0,0,1,0,0.0,0,0,0,34,11.333333333333334,0,0,34
4674,Zarafa,10750000,12197574,78,['Jean-Christophe Lie'],"['Max Renaudin', 'Simon Abkarian', 'Vernon Dobtcheff', 'Roger Dumas', 'Ronit Elkabetz', 'Mohamed Fellag', 'Déborah François', 'Thierry Frémont', 'Philippe Morier-Genoud', 'Mostéfa Stiti', 'François-Xavier Demaison']","['France 3 Cinéma', 'Prima Linéa Productions', 'Chaocorp', 'Pathé', 'SCOPE Pictures', 'GKIDS', 'NYAV Post']",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13.465804651162792,3,0,0.0,0,0,0,0,0.0,0,0,0,2,0.2857142857142857,0,0,1
4675,Serbuan maut,1100000,9148519,101,['Gareth Evans'],"['Iko Uwais', 'Joe Taslim', 'Donny Alamsyah', 'Yayan Ruhian', 'Pierre Gruno', 'Ray Sahetapy', 'Tegar Satrya', 'Iang Darmawan', ""Eka 'Piranha' Rahmadia"", 'Verdi Solaiman', 'Alfridus Godfred', 'Rully Santoso', 'Melkias Ronald Torobi', 'Johanes Tuname', 'Sofyan Alop', 'R. Iman Aji', 'Ananda George', 'Yusuf Opilus', 'Sunarto', 'Hanggi Maisya', 'Zaenal Arifin', 'Abraham Joshua B. Sitompul', 'Aji Setianto', 'Fachrudin Midun', 'Ardiansyah Putra', 'Engelius Rumbindi', 'Bastian Riffanie', 'Aliusman', 'Henky Solaiman', 'Fikha Effendi', 'Ubay Dillah', 'Taufik Arrahman', 'Acip Sumardi', 'Saifan Nur', 'Umi Kulsum', 'Fiqih Hardana Yuanza', 'Daffa Sikumbang', 'Eka Aprilyana', 'Ali Nurkoto', 'Achmad Supriatno', 'Muhammadu Dikko Yusufu', 'Nur Wahyu Santosa', 'Dedy Djunaedi', 'Ireng Sutarno', 'Sahlianto', 'Tuhen', 'Dedy Murphy Avivu']","['Celluloid Dreams', 'Pt. Merantau Films', 'XYZ Films']",1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,731.6835454545455,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0
4676,Alex Cross,45000000,30353232,101,['Rob Cohen'],"['Tyler Perry', 'Edward Burns', 'Matthew Fox', 'Rachel Nichols', 'Carmen Ejogo', 'Jean Reno', 'John C. McGinley', 'Giancarlo Esposito', 'Cicely Tyson', 'Chad Lindberg', 'Stephanie Jacobsen', 'Sonny Surowiec', 'Yara Shahidi', 'Gary A. Jones', 'Simon Rhee', 'Alexandra Ruddy']",['Summit Entertainment'],3,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-32.54837333333334,2,30,1.875,0,0,7,13,13.0,13,13,13,17,17.0,17,17,17
4677,Pearl,1000000,9423445,102,['Ti West'],"['Mia Goth', 'Tandi Wright', 'Matthew Sunderland', 'David Corenswet', 'Emma Jenkins-Purro', 'Alistair Sewell', 'Amelia Reid', 'Todd Rippon', 'Gabe McDonnell', 'Grace Acheson']","['A24', 'Little Lamb Productions']",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842.3444999999999,1,0,0.0,0,0,0,0,0.0,0,0,0,1,0.5,0,0,1
4678,Bridget Jones's Baby,35000000,211952420,123,['Sharon Maguire'],"['Renée Zellweger', 'Colin Firth', 'Patrick Dempsey', 'Jim Broadbent', 'Gemma Jones', 'Emma Thompson', 'Sally Phillips', 'James Callis', 'Shirley Henderson', 'Sarah Solemani', 'Neil Pearson', ""Kate O'Flynn"", 'Celia Imrie', 'Jessica Hynes', 'Julian Rhind-Tutt', 'Ben Willbond', 'Joanna Scanlan', 'Enzo Cilenti', 'Ed Sheeran', 'Tom Rosenthal', 'Beattie Edmondson', 'Erron Gordon', 'Patrick Malahide', 'Laura Checkley', 'Agni Scott', 'Darren Boyd', 'Dolly Wells', 'Nick Mohammed', 'Paul Bentall', 'Ashley McGuire', 'Souad Faress', 'Aiste S. Gram', 'Katarzyna Kołeczek', 'Maria Alexe', 'Cathy Murphy', 'Richard Rycroft', 'Donald Douglas', 'Shirley Dixon', 'James Faulkner', 'Dominic Coleman', 'Janet Henfrey', 'Debra Gillett', 'Chooye Bay', 'Adam Leese', 'Joseph Harmon', 'Alana Hood', 'Maitland Chandler', 'Bruce Wang', 'Lee Nicholas Harris', 'David Crow', 'Hiten Patel', 'Jag Patel', 'Charlie Rawes']","['Miramax', 'Universal Pictures', 'StudioCanal', 'Working Title Films', 'Perfect World Pictures']",3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,505.5783428571429,1,71,1.339622641509434,0,0,24,4,4.0,4,4,4,135,27.0,13,0,99
4679,Diaz - Don't Clean Up This Blood,6453637,1800000,127,['Daniele Vicari'],"['Claudio Santamaria', 'Jennifer Ulrich', 'Elio Germano', 'Davide Iacopini', 'Ralph Amoussou', 'Fabrizio Rongione', 'Renato Scarpa', 'Mattia Sbragia', 'Antonio Gerardi', 'Francesco Acquaroli', 'Paolo Calabresi', 'Alessandro Roja', 'Eva Cambiale', 'Rolando Ravello', 'Emilie de Preissac', 'Mica Bara', 'Sarah Marecek', 'Lilith Stangenberg', 'Christian Blümel', 'Christoph Letkowski', 'Orlando Klaus', 'Friederike Straub', 'Max Mauff', 'Esther Ortega', 'Aylin Prandi', 'Monica Bârlădeanu', 'Camilla Semino Favro', 'Ana Ularu', 'Pietro Ragusa', 'Jerry Mastrodomenico', 'Duccio Camerini', 'Vincenzo Zampa', 'Cosmin Seleși', 'Paolo Giovannucci', 'Federico Pacifici', 'Ignazio Oliva', 'Niccoló Piga', 'Giovanni Di Felice', 'Alessia Giuliani', 'Renato Marchetti', 'Mircea Caraman', 'Simone Sabani', 'Alexandru Bindea', 'Bruno Armando', 'Giorgio Caputo', 'Marit Nissen', 'Pino Calabrese', 'Davide Gemmani', 'Jacopo Maria Bicocchi', 'Boris Vecchio', 'James Longshore', 'Gianmaria Martini', 'Ioana Picoș', 'Oliviu Cristian', 'Stefan Huluba', 'Piero Di Tanno', 'Cristiano Morroni', 'Cezar Vlad Eugeniu Popescu', 'Cezar Grumarescu', 'Sorin Hroni-Godi', 'Alin Gheorghiu', 'Nicodim Ungureanu', 'Gheori Moussem', 'Aziz Jassim Umar', 'Alessandro Marini', 'Dana Maria Mattei', 'George Remes', 'David Brandon', 'Maximilian Dirr', 'Christiane Grass', 'Olimpia Mălai', 'Bogdan Daniel Bobocea', 'Bogdan Marhodin', 'Dan Radulescu', 'Pop Augustin', 'Abu Zayed Amir', 'Alexandru Nagy', 'Alessandro Procoli', 'Massimiliano Franciosa', 'Marco Conidi', 'Clara Vodă', 'Fabrizio Lo Presti', 'Orietta Notari', 'Luis Frontini', 'Antonio Carlo Francini', 'Vanni Valenza', 'Ioana Elecfi', 'Răzvan Hîncu', 'Alberto Bergamini', 'Adina Cristescu', 'Isabela Neamțu', 'Cristina Gabriela Buburuz', 'Bruno Buzzi', 'Șerban Georgevici', 'Gabriel Costin', 'Orlando Petriceanu', 'Marcel Cobzariu', 'Rares Lucaci', 'Andrei Mateiu', 'Ionut Chermenski', 'Silvia Quarantini', 'Clara Flores Aguilera', 'Daniel Marian Popa', 'Lucia Istrate', 'Alexandru Unguru', 'Antonio Zavatteri']","['Fandango', 'Le Pacte', 'Mandragora', 'MiC', 'Studioul de Creatie Cinematografica al Ministerului Culturii', 'A Plus Image 3']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-72.10875046117407,0,40,0.3773584905660377,0,0,38,0,0.0,0,0,0,0,0.0,0,0,0
4680,Rush,38000000,90247624,123,['Ron Howard'],"['Chris Hemsworth', 'Daniel Brühl', 'Olivia Wilde', 'Alexandra Maria Lara', 'Pierfrancesco Favino', 'David Calder', 'Natalie Dormer', 'Stephen Mangan', 'Christian McKay', 'Alistair Petrie', 'Colin Stinton', 'Julian Rhind-Tutt', 'Jamie de Courcey', ""Augusto Dall'Ara"", 'Ilario Calvo', 'Patrick Baladi', 'Vincent Riotta', 'Martin Savage', 'Jamie Sives', 'Simon Taylor', 'Rob Austin', 'Tom Wlaschiha', 'Cristian Solimeno', 'James Norton', 'Joséphine de la Baume', 'Geoffrey Streatfeild', 'Julien Vialon', 'Douglas Reith', 'Polly Furnival', 'Brooke Johnston', 'Hannah Britland', 'Lisa McAllister', 'Hans-Eckart Eckhardt', 'Vanessa Zachos', 'Xavier Laurent', 'Val Jobara', 'Zack Eisaku Niizato', 'Akira Koieyama', 'Klaus D. Mund', 'Folker Banik', 'Andreas Engelmann', 'Christopher Wolert', 'Jochen Kolenda', 'Roger Nevares', 'Vanda Dadras', 'Raffaello Degruttola', 'Luca Zizzari', 'Alastair Caldwell', 'Alan Bayer', 'Joe Ferrara', 'Bob Constanduros', 'Christian Feist', 'Marco Canadea', 'Eiji Mihara', 'Demetri Goritsas', 'Jay Simpson', 'Philippe Spall', 'Erich Redman', 'Marcello Walton', 'Masashi Fujimoto', 'Rob Cavazos', 'Paulo Barone', 'Francesco Fronte', 'Morris Morrison', 'Luca Naddeo', 'Marco Napoli', 'Cristian Stelluti', 'Scott Hopkins', 'Matthew Watkinson', 'Anthony Wolfe', 'Jeremy Wolfe', 'Mark Wright', 'Eddie Bagayawa', 'Lee Nicholas Harris', 'Michael Vardian', 'Niki Lauda', 'Joanna Finata', 'Daniel Chapple']","['Imagine Entertainment', 'Universal Pictures', 'Revolution Films', 'Working Title Films', 'Cross Creek Pictures', 'Exclusive Media', 'Double Negative']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.49374736842103,1,101,1.294871794871795,0,0,82,40,40.0,40,40,40,151,21.571428571428573,3,0,99
